Capacitance(pF),Loss (nSiemens),Timestamp (24hr)
1.188353,0.002325,10:40:30
1.188343,0.002318,10:40:31
1.188342,0.002318,10:40:32
1.188342,0.002318,10:40:33
1.18834,0.002331,10:40:34
1.188338,0.002344,10:40:35
1.188339,0.002344,10:40:36
1.188335,0.002344,10:40:37
1.188331,0.00235,10:40:38
1.18833,0.002356,10:40:39
1.188328,0.00235,10:40:40
1.188325,0.002344,10:40:41
1.188321,0.00235,10:40:42
1.188319,0.002356,10:40:42
1.188318,0.002362,10:40:43
1.188319,0.00235,10:40:44
1.188316,0.00235,10:40:45
1.188312,0.002356,10:40:46
1.188312,0.002362,10:40:47
1.188313,0.002362,10:40:48
1.188313,0.002362,10:40:49
1.188313,0.002356,10:40:50
1.188311,0.002375,10:40:51
1.188313,0.002375,10:40:52
1.188314,0.002375,10:40:53
1.188316,0.002369,10:40:54
1.188317,0.002369,10:40:55
1.188314,0.002375,10:40:56
1.188315,0.002381,10:40:57
1.188309,0.002369,10:40:58
1.188307,0.002362,10:40:59
1.188304,0.002362,10:40:59
1.188303,0.002375,10:41:00
1.188303,0.002362,10:41:01
1.188301,0.002356,10:41:02
1.1883,0.002369,10:41:03
1.188302,0.002369,10:41:04
1.188303,0.002375,10:41:05
1.188299,0.002375,10:41:06
1.188298,0.002375,10:41:07
1.188306,0.002381,10:41:08
1.188312,0.002381,10:41:09
1.188312,0.002381,10:41:10
1.188316,0.0024,10:41:11
1.18832,0.002413,10:41:12
1.188319,0.0024,10:41:13
1.18832,0.0024,10:41:14
1.188323,0.002413,10:41:15
1.188324,0.002413,10:41:16
1.188325,0.0024,10:41:17
1.188327,0.002406,10:41:18
1.188331,0.002413,10:41:18
1.188334,0.002413,10:41:19
1.188337,0.002425,10:41:20
1.188338,0.002419,10:41:21
1.18834,0.002419,10:41:22
1.188344,0.002438,10:41:23
1.188346,0.002438,10:41:24
1.188347,0.002425,10:41:25
1.18835,0.002432,10:41:26
1.188352,0.002432,10:41:27
1.188356,0.002425,10:41:28
1.188356,0.002425,10:41:29
1.188358,0.002432,10:41:30
1.188358,0.002438,10:41:31
1.18836,0.002432,10:41:32
1.188362,0.002438,10:41:33
1.188366,0.002425,10:41:34
1.188367,0.002419,10:41:35
1.188373,0.002432,10:41:36
1.188374,0.002425,10:41:36
1.188371,0.002425,10:41:37
1.188375,0.002419,10:41:38
1.188378,0.002419,10:41:39
1.188376,0.0024,10:41:40
1.18837,0.002388,10:41:41
1.188364,0.002381,10:41:42
1.188365,0.002381,10:41:43
1.188364,0.002375,10:41:44
1.18836,0.002369,10:41:45
1.188362,0.002375,10:41:46
1.188364,0.002369,10:41:47
1.188367,0.002394,10:41:48
1.188372,0.002388,10:41:49
1.188375,0.0024,10:41:50
1.188379,0.002406,10:41:51
1.188382,0.002413,10:41:52
1.188385,0.002419,10:41:53
1.188389,0.002406,10:41:54
1.188391,0.002419,10:41:54
1.188392,0.002419,10:41:55
1.18839,0.002425,10:41:56
1.188392,0.002419,10:41:57
1.188394,0.002425,10:41:58
1.188394,0.002419,10:41:59
1.188394,0.002425,10:42:00
1.188395,0.002425,10:42:01
1.188393,0.002419,10:42:02
1.188393,0.002425,10:42:03
1.18839,0.002425,10:42:04
1.18839,0.002432,10:42:05
1.188387,0.002413,10:42:06
1.188388,0.002432,10:42:07
1.188387,0.002432,10:42:08
1.188393,0.002419,10:42:09
1.188397,0.002419,10:42:10
1.188396,0.002419,10:42:11
1.188397,0.002413,10:42:11
1.188394,0.002419,10:42:12
1.188394,0.0024,10:42:13
1.188393,0.002419,10:42:14
1.188393,0.002406,10:42:15
1.188394,0.002419,10:42:16
1.188395,0.002406,10:42:17
1.188396,0.002406,10:42:18
1.188393,0.002419,10:42:19
1.188395,0.002419,10:42:20
1.188397,0.002419,10:42:21
1.188398,0.002419,10:42:22
1.188403,0.002419,10:42:23
1.188405,0.002406,10:42:24
1.188402,0.002425,10:42:25
1.188401,0.002419,10:42:26
1.1884,0.002413,10:42:27
1.188393,0.002394,10:42:28
1.188388,0.002388,10:42:29
1.188391,0.002394,10:42:29
1.18839,0.002394,10:42:30
1.188389,0.002388,10:42:31
1.188389,0.002394,10:42:32
1.188389,0.002388,10:42:33
1.18839,0.002381,10:42:34
1.188393,0.002381,10:42:35
1.18839,0.002381,10:42:36
1.188389,0.002381,10:42:37
1.188393,0.002388,10:42:38
1.188393,0.002375,10:42:39
1.188387,0.002375,10:42:40
1.188385,0.002381,10:42:41
1.18838,0.002394,10:42:42
1.188379,0.002369,10:42:43
1.188378,0.002375,10:42:44
1.188376,0.002369,10:42:45
1.188376,0.002375,10:42:46
1.188376,0.002381,10:42:46
1.188375,0.002381,10:42:47
1.188374,0.002362,10:42:48
1.188376,0.002381,10:42:49
1.188376,0.002375,10:42:50
1.188376,0.002375,10:42:51
1.188377,0.002375,10:42:52
1.188376,0.002375,10:42:53
1.188379,0.002375,10:42:54
1.188379,0.002381,10:42:55
1.188386,0.002394,10:42:56
1.188396,0.002394,10:42:57
1.188391,0.002388,10:42:58
1.188379,0.002375,10:42:59
1.188376,0.002394,10:43:00
1.188375,0.002388,10:43:01
1.188378,0.0024,10:43:02
1.188382,0.002394,10:43:03
1.188385,0.0024,10:43:03
1.188392,0.002388,10:43:04
1.188387,0.002388,10:43:05
1.188382,0.002388,10:43:06
1.188377,0.002375,10:43:07
1.188378,0.002381,10:43:08
1.188379,0.002388,10:43:09
1.188381,0.002381,10:43:10
1.188381,0.002388,10:43:11
1.188384,0.002394,10:43:12
1.188386,0.002388,10:43:13
1.188389,0.0024,10:43:14
1.188395,0.002388,10:43:15
1.188398,0.002413,10:43:16
1.188401,0.002413,10:43:17
1.188399,0.0024,10:43:18
1.188394,0.002406,10:43:19
1.188395,0.002406,10:43:20
1.188399,0.002413,10:43:21
1.188401,0.002406,10:43:21
1.188403,0.002413,10:43:22
1.188406,0.002425,10:43:23
1.188408,0.002432,10:43:24
1.18841,0.002432,10:43:25
1.188414,0.002419,10:43:26
1.188416,0.002432,10:43:27
1.188418,0.002425,10:43:28
1.188419,0.002432,10:43:29
1.18842,0.002432,10:43:30
1.188422,0.002432,10:43:31
1.188421,0.002419,10:43:32
1.188421,0.002425,10:43:33
1.188423,0.002432,10:43:34
1.188425,0.002438,10:43:35
1.188424,0.002438,10:43:36
1.188425,0.002419,10:43:37
1.188426,0.002419,10:43:38
1.188428,0.002432,10:43:38
1.18843,0.002438,10:43:39
1.18843,0.002432,10:43:40
1.188435,0.002425,10:43:41
1.188439,0.002438,10:43:42
1.188441,0.002419,10:43:43
1.188439,0.002413,10:43:44
1.188435,0.002413,10:43:45
1.188433,0.002413,10:43:46
1.188432,0.002413,10:43:47
1.188432,0.002419,10:43:48
1.188434,0.002406,10:43:49
1.188435,0.002413,10:43:50
1.188435,0.002413,10:43:51
1.188432,0.002419,10:43:52
1.188435,0.002419,10:43:53
1.188436,0.002413,10:43:54
1.188437,0.002406,10:43:55
1.188436,0.002413,10:43:55
1.188438,0.002419,10:43:56
1.188441,0.002419,10:43:57
1.188439,0.0024,10:43:58
1.188436,0.002406,10:43:59
1.188431,0.002394,10:44:00
1.188431,0.002394,10:44:01
1.188431,0.002388,10:44:02
1.188431,0.002388,10:44:03
1.188431,0.002394,10:44:04
1.188432,0.002388,10:44:05
1.18843,0.002394,10:44:06
1.18843,0.002394,10:44:07
1.188431,0.002394,10:44:08
1.18843,0.002394,10:44:09
1.188428,0.002394,10:44:10
1.188429,0.0024,10:44:11
1.188429,0.002406,10:44:12
1.188426,0.002394,10:44:12
1.188429,0.002388,10:44:13
1.18843,0.002394,10:44:14
1.18843,0.002406,10:44:15
1.188432,0.002394,10:44:16
1.188432,0.002394,10:44:17
1.188431,0.0024,10:44:18
1.188432,0.002388,10:44:19
1.188434,0.002394,10:44:20
1.188434,0.0024,10:44:21
1.188437,0.002394,10:44:22
1.18844,0.002406,10:44:23
1.188439,0.002388,10:44:24
1.188438,0.002413,10:44:25
1.188442,0.002413,10:44:26
1.188444,0.002406,10:44:27
1.188447,0.002425,10:44:28
1.18845,0.002419,10:44:29
1.188454,0.002406,10:44:29
1.188452,0.002419,10:44:30
1.188453,0.002425,10:44:31
1.188457,0.002432,10:44:32
1.188457,0.002425,10:44:33
1.188457,0.002413,10:44:34
1.188461,0.002425,10:44:35
1.188464,0.002419,10:44:36
1.188466,0.002432,10:44:37
1.188469,0.002432,10:44:38
1.188474,0.002425,10:44:39
1.188473,0.002432,10:44:40
1.188476,0.002425,10:44:41
1.188476,0.002432,10:44:42
1.18848,0.00245,10:44:43
1.188485,0.00245,10:44:44
1.188487,0.002438,10:44:45
1.188487,0.002444,10:44:46
1.18849,0.00245,10:44:47
1.18849,0.002438,10:44:47
1.188491,0.002457,10:44:48
1.188493,0.002438,10:44:49
1.188494,0.002444,10:44:50
1.188494,0.002438,10:44:51
1.188494,0.002438,10:44:52
1.188496,0.002444,10:44:53
1.1885,0.002438,10:44:54
1.188502,0.002438,10:44:55
1.188505,0.002457,10:44:56
1.188507,0.002444,10:44:57
1.188511,0.00245,10:44:58
1.188513,0.002444,10:44:59
1.188516,0.002457,10:45:00
1.188517,0.00245,10:45:01
1.188517,0.002444,10:45:02
1.188516,0.002444,10:45:03
1.188518,0.002444,10:45:04
1.188519,0.002444,10:45:05
1.188521,0.002457,10:45:06
1.188522,0.002457,10:45:06
1.188526,0.00245,10:45:07
1.188529,0.002438,10:45:08
1.188526,0.002457,10:45:09
1.188531,0.002438,10:45:10
1.188533,0.002444,10:45:11
1.188535,0.00245,10:45:12
1.188537,0.00245,10:45:13
1.188539,0.002438,10:45:14
1.188536,0.002463,10:45:15
1.188536,0.002457,10:45:16
1.188539,0.002438,10:45:17
1.188538,0.002444,10:45:18
1.188539,0.002438,10:45:19
1.188538,0.002438,10:45:20
1.188538,0.002438,10:45:21
1.188539,0.002438,10:45:22
1.18854,0.002438,10:45:23
1.188539,0.002444,10:45:23
1.188542,0.002444,10:45:24
1.188544,0.002444,10:45:25
1.188544,0.002438,10:45:26
1.188545,0.002432,10:45:27
1.188547,0.002432,10:45:28
1.18855,0.002425,10:45:29
1.18855,0.002444,10:45:30
1.188555,0.002413,10:45:31
1.188554,0.002444,10:45:32
1.188558,0.002432,10:45:33
1.188558,0.002438,10:45:34
1.188556,0.002438,10:45:35
1.188557,0.002444,10:45:36
1.188561,0.00245,10:45:37
1.188566,0.002444,10:45:38
1.188571,0.002463,10:45:39
1.188574,0.002457,10:45:40
1.188577,0.00245,10:45:40
1.188579,0.002469,10:45:41
1.188583,0.002463,10:45:42
1.188587,0.002476,10:45:43
1.188588,0.002463,10:45:44
1.188594,0.002476,10:45:45
1.188597,0.002469,10:45:46
1.188596,0.002457,10:45:47
1.188595,0.002463,10:45:48
1.188591,0.002457,10:45:49
1.188589,0.002457,10:45:50
1.188589,0.002438,10:45:51
1.18859,0.00245,10:45:52
1.188593,0.002457,10:45:53
1.188598,0.002444,10:45:54
1.188602,0.002457,10:45:55
1.188606,0.00245,10:45:56
1.188606,0.00245,10:45:57
1.188598,0.002413,10:45:58
1.188602,0.00245,10:45:58
1.188605,0.00245,10:45:59
1.188602,0.002444,10:46:00
1.188599,0.002438,10:46:01
1.188599,0.002432,10:46:02
1.1886,0.002438,10:46:03
1.188606,0.002438,10:46:04
1.188612,0.002444,10:46:05
1.188618,0.00245,10:46:06
1.18862,0.00245,10:46:07
1.18862,0.002444,10:46:08
1.188618,0.00245,10:46:09
1.188618,0.002438,10:46:10
1.188616,0.002444,10:46:11
1.188615,0.002432,10:46:12
1.188617,0.002457,10:46:13
1.188619,0.002438,10:46:14
1.188615,0.002444,10:46:15
1.188614,0.002432,10:46:16
1.188614,0.002432,10:46:17
1.188612,0.002438,10:46:17
1.188613,0.002425,10:46:18
1.18861,0.002432,10:46:19
1.188612,0.002419,10:46:20
1.188612,0.002419,10:46:21
1.188611,0.002425,10:46:22
1.188611,0.002413,10:46:23
1.188611,0.002419,10:46:24
1.188612,0.002425,10:46:25
1.188613,0.002413,10:46:26
1.188612,0.002425,10:46:27
1.188614,0.002419,10:46:28
1.188614,0.002419,10:46:29
1.18862,0.002432,10:46:30
1.188623,0.002438,10:46:31
1.188624,0.002432,10:46:32
1.188624,0.002432,10:46:33
1.188624,0.002438,10:46:34
1.188627,0.002432,10:46:35
1.188629,0.002425,10:46:36
1.188635,0.002425,10:46:36
1.188635,0.002438,10:46:37
1.188636,0.002432,10:46:38
1.188634,0.002444,10:46:39
1.188633,0.002444,10:46:40
1.188631,0.002444,10:46:41
1.188631,0.002438,10:46:42
1.188633,0.002432,10:46:43
1.188637,0.002444,10:46:44
1.188638,0.002438,10:46:45
1.188641,0.002438,10:46:46
1.188638,0.002438,10:46:47
1.188643,0.002438,10:46:48
1.188643,0.002444,10:46:49
1.188646,0.002438,10:46:50
1.188648,0.002444,10:46:51
1.188649,0.002444,10:46:52
1.188654,0.002457,10:46:53
1.188657,0.00245,10:46:54
1.188658,0.002457,10:46:54
1.188662,0.002457,10:46:55
1.188665,0.002457,10:46:56
1.188669,0.00245,10:46:57
1.188667,0.002457,10:46:58
1.188664,0.002444,10:46:59
1.18866,0.002438,10:47:00
1.188659,0.002438,10:47:01
1.188658,0.002438,10:47:02
1.18866,0.002425,10:47:03
1.188662,0.002444,10:47:04
1.188666,0.002432,10:47:05
1.188669,0.002438,10:47:06
1.188672,0.00245,10:47:07
1.188672,0.002444,10:47:08
1.188676,0.00245,10:47:09
1.188675,0.00245,10:47:10
1.188676,0.00245,10:47:11
1.188676,0.002432,10:47:11
1.188676,0.002438,10:47:12
1.188675,0.002438,10:47:13
1.188674,0.002432,10:47:14
1.188674,0.002432,10:47:15
1.188674,0.002432,10:47:16
1.188672,0.002432,10:47:17
1.18867,0.002438,10:47:18
1.188673,0.002425,10:47:19
1.188675,0.002432,10:47:20
1.188676,0.002425,10:47:21
1.188678,0.002413,10:47:22
1.188679,0.002444,10:47:23
1.188681,0.002438,10:47:24
1.188682,0.002432,10:47:25
1.188684,0.002432,10:47:26
1.188686,0.002413,10:47:27
1.188687,0.002438,10:47:28
1.188691,0.002432,10:47:29
1.188691,0.002432,10:47:29
1.188692,0.002432,10:47:30
1.188694,0.002444,10:47:31
1.188698,0.002438,10:47:32
1.188698,0.002444,10:47:33
1.188702,0.00245,10:47:34
1.188704,0.002438,10:47:35
1.188705,0.002457,10:47:36
1.188705,0.00245,10:47:37
1.188709,0.002463,10:47:38
1.188707,0.002444,10:47:39
1.188708,0.002457,10:47:40
1.188711,0.002457,10:47:41
1.188712,0.002457,10:47:42
1.188714,0.002457,10:47:43
1.188715,0.002444,10:47:44
1.188716,0.00245,10:47:45
1.188717,0.002444,10:47:46
1.188718,0.002444,10:47:46
1.18872,0.00245,10:47:47
1.18872,0.00245,10:47:48
1.188722,0.002444,10:47:49
1.188722,0.00245,10:47:50
1.188723,0.00245,10:47:51
1.188725,0.002463,10:47:52
1.188726,0.002438,10:47:53
1.188726,0.002438,10:47:54
1.188725,0.002432,10:47:55
1.188727,0.00245,10:47:56
1.188724,0.002438,10:47:57
1.188724,0.002432,10:47:58
1.188727,0.002432,10:47:59
1.188728,0.002425,10:48:00
1.188729,0.002444,10:48:01
1.188731,0.002438,10:48:02
1.188732,0.002438,10:48:03
1.188732,0.002438,10:48:04
1.188732,0.002438,10:48:04
1.188733,0.002438,10:48:05
1.188734,0.002425,10:48:06
1.188732,0.002432,10:48:07
1.188733,0.002425,10:48:08
1.188734,0.002432,10:48:09
1.188736,0.002419,10:48:10
1.188733,0.002432,10:48:11
1.188736,0.002425,10:48:12
1.188737,0.002432,10:48:13
1.188736,0.002432,10:48:14
1.188738,0.002425,10:48:15
1.188743,0.002432,10:48:16
1.188741,0.002425,10:48:17
1.18874,0.002413,10:48:18
1.188738,0.002419,10:48:19
1.188736,0.002413,10:48:20
1.188739,0.002413,10:48:21
1.18874,0.002425,10:48:22
1.188744,0.002425,10:48:22
1.188747,0.002425,10:48:23
1.188746,0.002406,10:48:24
1.188746,0.002419,10:48:25
1.188748,0.002413,10:48:26
1.188754,0.002425,10:48:27
1.188748,0.002406,10:48:28
1.188741,0.0024,10:48:29
1.188739,0.002413,10:48:30
1.188743,0.002406,10:48:31
1.188741,0.002388,10:48:32
1.188745,0.002406,10:48:33
1.188748,0.002406,10:48:34
1.188747,0.002413,10:48:35
1.188747,0.002413,10:48:36
1.188748,0.002394,10:48:37
1.188749,0.002406,10:48:38
1.18875,0.002419,10:48:39
1.188747,0.002413,10:48:40
1.188744,0.002406,10:48:41
1.188744,0.002413,10:48:41
1.188742,0.0024,10:48:42
1.188739,0.002419,10:48:43
1.18874,0.002394,10:48:44
